Loadstar Sensors LV-1000HS-10K - Log File
Sensor:,Whackometer 2-0
Samples/Sec:,50000
Test started at (approx):,5/1/2024 7:58 PM
Peak(N):,8510.9
Low(N):,-4388.6
Time (sec),Reading (N) (Whackometer 2-0)
0.00000,3.3
0.00002,3.3
0.00004,3.3
0.00006,3.3
0.00008,3.3
0.00010,3.3
0.00012,3.3
0.00014,3.3
0.00016,30.9
0.00018,3.3
0.00020,3.3
0.00022,3.3
0.00024,3.3
0.00026,3.3
0.00028,3.3
0.00030,3.3
0.00032,30.9
0.00034,30.9
0.00036,3.3
0.00038,3.3
0.00040,3.3
0.00042,3.3
0.00044,3.3
0.00046,3.3
0.00048,3.3
0.00050,3.3
0.00052,3.3
0.00054,30.9
0.00056,3.3
0.00058,3.3
0.00060,3.3
0.00062,30.9
0.00064,3.3
0.00066,3.3
0.00068,3.3
0.00070,3.3
0.00072,3.3
0.00074,30.9
0.00076,30.9
0.00078,3.3
0.00080,3.3
0.00082,3.3
0.00084,3.3
0.00086,3.3
0.00088,3.3
0.00090,3.3
0.00092,3.3
0.00094,3.3
0.00096,3.3
0.00098,30.9
0.00100,3.3
0.00102,30.9
0.00104,3.3
0.00106,3.3
0.00108,3.3
0.00110,3.3
0.00112,3.3
0.00114,3.3
0.00116,3.3
0.00118,3.3
0.00120,3.3
0.00122,3.3
0.00124,3.3
0.00126,3.3
0.00128,3.3
0.00130,3.3
0.00132,3.3
0.00134,3.3
0.00136,30.9
0.00138,3.3
0.00140,3.3
0.00142,30.9
0.00144,30.9
0.00146,3.3
0.00148,3.3
0.00150,3.3
0.00152,3.3
0.00154,30.9
0.00156,3.3
0.00158,3.3
0.00160,3.3
0.00162,3.3
0.00164,3.3
0.00166,30.9
0.00168,3.3
0.00170,3.3
0.00172,30.9
0.00174,3.3
0.00176,30.9
0.00178,30.9
0.00180,30.9
0.00182,3.3
0.00184,30.9
0.00186,30.9
0.00188,3.3
0.00190,3.3
0.00192,30.9
0.00194,3.3
0.00196,3.3
0.00198,3.3
0.00200,3.3
0.00202,3.3
0.00204,3.3
0.00206,3.3
0.00208,3.3
0.00210,3.3
0.00212,3.3
0.00214,30.9
0.00216,3.3
0.00218,3.3
0.00220,3.3
0.00222,3.3
0.00224,3.3
0.00226,30.9
0.00228,3.3
0.00230,3.3
0.00232,3.3
0.00234,30.9
0.00236,30.9
0.00238,3.3
0.00240,3.3
0.00242,3.3
0.00244,3.3
0.00246,3.3
0.00248,30.9
0.00250,3.3
0.00252,3.3
0.00254,30.9
0.00256,3.3
0.00258,3.3
0.00260,30.9
0.00262,30.9
0.00264,30.9
0.00266,30.9
0.00268,30.9
0.00270,3.3
0.00272,30.9
0.00274,3.3
0.00276,30.9
0.00278,3.3
0.00280,3.3
0.00282,3.3
0.00284,30.9
0.00286,3.3
0.00288,3.3
0.00290,3.3
0.00292,3.3
0.00294,3.3
0.00296,30.9
0.00298,30.9
0.00300,3.3
0.00302,3.3
0.00304,3.3
0.00306,3.3
0.00308,3.3
0.00310,3.3
0.00312,3.3
0.00314,3.3
0.00316,3.3
0.00318,3.3
0.00320,30.9
0.00322,3.3
0.00324,3.3
0.00326,3.3
0.00328,3.3
0.00330,3.3
0.00332,3.3
0.00334,3.3
0.00336,3.3
0.00338,3.3
0.00340,3.3
0.00342,3.3
0.00344,30.9
0.00346,3.3
