Loadstar Sensors LV-1000HS-10K - Log File
Sensor:,Whackometer 2-0
Samples/Sec:,50000
Test started at (approx):,5/1/2024 8:07 PM
Peak(N):,4141.9
Low(N):,-581.4
Time (sec),Reading (N) (Whackometer 2-0)
0.00000,-29.0
0.00002,-29.0
0.00004,-29.0
0.00006,-29.0
0.00008,53.9
0.00010,53.9
0.00012,-29.0
0.00014,-29.0
0.00016,-29.0
0.00018,-1.4
0.00020,-29.0
0.00022,-29.0
0.00024,-29.0
0.00026,53.9
0.00028,-29.0
0.00030,53.9
0.00032,-29.0
0.00034,53.9
0.00036,53.9
0.00038,53.9
0.00040,53.9
0.00042,-29.0
0.00044,53.9
0.00046,-29.0
0.00048,-29.0
0.00050,53.9
0.00052,53.9
0.00054,53.9
0.00056,53.9
0.00058,-29.0
0.00060,26.2
0.00062,53.9
0.00064,53.9
0.00066,53.9
0.00068,53.9
0.00070,-29.0
0.00072,53.9
0.00074,53.9
0.00076,-29.0
0.00078,53.9
0.00080,-29.0
0.00082,-29.0
0.00084,-29.0
0.00086,-29.0
0.00088,-29.0
0.00090,-29.0
0.00092,-29.0
0.00094,-29.0
0.00096,-29.0
0.00098,-1.4
0.00100,53.9
0.00102,-29.0
0.00104,-29.0
0.00106,53.9
0.00108,53.9
0.00110,53.9
0.00112,53.9
0.00114,-29.0
0.00116,53.9
0.00118,-29.0
0.00120,53.9
0.00122,-29.0
0.00124,53.9
0.00126,-29.0
0.00128,-29.0
0.00130,-29.0
0.00132,-29.0
0.00134,-29.0
0.00136,-29.0
0.00138,-29.0
0.00140,53.9
0.00142,-1.4
0.00144,53.9
0.00146,-29.0
0.00148,53.9
0.00150,53.9
0.00152,53.9
0.00154,-29.0
0.00156,-29.0
0.00158,53.9
0.00160,-29.0
0.00162,53.9
0.00164,-29.0
0.00166,-29.0
0.00168,-29.0
0.00170,-29.0
0.00172,53.9
0.00174,53.9
0.00176,-29.0
0.00178,53.9
0.00180,-29.0
0.00182,26.2
0.00184,-29.0
0.00186,-29.0
0.00188,53.9
0.00190,53.9
0.00192,53.9
0.00194,53.9
0.00196,53.9
0.00198,-29.0
0.00200,53.9
0.00202,-29.0
0.00204,53.9
0.00206,53.9
0.00208,53.9
0.00210,53.9
0.00212,-29.0
0.00214,53.9
0.00216,53.9
0.00218,-29.0
0.00220,53.9
0.00222,53.9
0.00224,-1.4
0.00226,-29.0
0.00228,53.9
0.00230,53.9
0.00232,53.9
0.00234,53.9
