# Whack-O-Meter CSV Manager v2
# Original samples: 784
# Samples/sec: 50000
# Prefix trimmed: 1.10608 - 1.10678 sec
# Suffix trimmed: 1.10728 - 1.12174 sec
# Event start: 1.10678 sec
# Event end: 1.10728 sec
# Baseline (N): 346.1
# Weapon type: Regenyei Standard Feder
# Category: Regenyei_Standard_Federschwert
# Nickname: Regenyei · 24 04 19 00001 messing around · 7.6kN peak · fast decay
Loadstar Sensors LV-1000HS-10K - Log File
Sensor:,Whackometer 2-0
Samples/Sec:,50000
Test started at (approx):,4/19/2024 5:16 PM
Peak(N):,7638.3
Low(N):,-2664.7
Time (sec),Reading (N) (Whackometer 2-0)
1.10678,5981.0
1.10680,6312.4
1.10682,6754.4
1.10684,7196.3
1.10686,7500.2
1.10688,7527.8
1.10690,7527.8
1.10692,7638.3
1.10694,7638.3
1.10696,7527.8
1.10698,7417.3
1.10700,7362.1
1.10702,7306.8
1.10704,7058.2
1.10706,6864.9
1.10708,6837.3
1.10710,6643.9
1.10712,6505.8
1.10714,6505.8
1.10716,6561.0
1.10718,6616.3
1.10720,6533.4
1.10722,6422.9
1.10724,6284.8
1.10726,6174.3
1.10728,5953.4
