# Whack-O-Meter CSV Manager v2
# Original samples: 100000
# Samples/sec: 50000
# Prefix trimmed: 0.00000 - 1.71882 sec
# Suffix trimmed: 1.73336 - 1.99998 sec
# Event start: 1.71882 sec
# Event end: 1.73336 sec
# Baseline (N): 41.2
# Weapon type: Steel Test Ball Drop
# Category: Regenyei_Standard_Federschwert
# Nickname: 24 04 19 00001 messing around · 5.2kN peak · slow decay
Loadstar Sensors LV-1000HS-10K - Log File
Sensor:,Whackometer 2-0
Samples/Sec:,50000
Test started at (approx):,4/19/2024 5:50 PM
Peak(N):,5151.2
Low(N):,-1284.7
Time (sec),Reading (N) (Whackometer 2-0)
1.71882,41.2
1.71884,41.2
1.71886,41.2
1.71888,41.2
1.71890,41.2
1.71892,-41.7
1.71894,41.2
1.71896,41.2
1.71898,41.2
1.71900,41.2
1.71902,-69.3
1.71904,-152.2
1.71906,-69.3
1.71908,68.8
1.71910,345.0
1.71912,621.2
1.71914,925.1
1.71916,1146.0
1.71918,1284.1
1.71920,1477.5
1.71922,1726.1
1.71924,2140.4
1.71926,2610.0
1.71928,3051.9
1.71930,3438.7
1.71932,3687.2
1.71934,4018.7
1.71936,4156.8
1.71938,4239.7
1.71940,4377.8
1.71942,4681.6
1.71944,4819.7
1.71946,5013.1
1.71948,5096.0
1.71950,5123.6
1.71952,5151.2
1.71954,5123.6
1.71956,5040.7
1.71958,5123.6
1.71960,5123.6
1.71962,5040.7
1.71964,4902.6
1.71966,4764.5
1.71968,4681.6
1.71970,4460.7
1.71972,4156.8
1.71974,3797.7
1.71976,3383.4
1.71978,3024.3
1.71980,2582.4
1.71982,2140.4
1.71984,1919.4
1.71986,1753.7
1.71988,1394.6
1.71990,1146.0
1.71992,842.2
1.71994,510.7
1.71996,179.3
1.71998,-152.2
1.72000,-400.8
1.72002,-621.8
1.72004,-759.9
1.72006,-925.6
1.72008,-1036.1
1.72010,-1063.7
1.72012,-1146.6
1.72014,-1063.7
1.72016,-1063.7
1.72018,-953.2
1.72020,-815.1
1.72022,-732.3
1.72024,-732.3
1.72026,-704.6
1.72028,-511.3
1.72030,-400.8
1.72032,-290.3
1.72034,-179.8
1.72036,-41.7
1.72038,151.6
1.72040,317.4
1.72042,483.1
1.72044,731.7
1.72046,952.7
1.72048,1146.0
1.72050,1256.5
1.72052,1367.0
1.72054,1477.5
1.72056,1505.1
1.72058,1560.4
1.72060,1615.6
1.72062,1698.5
1.72064,1726.1
1.72066,1726.1
1.72068,1809.0
1.72070,1809.0
1.72072,1726.1
1.72074,1726.1
1.72076,1670.8
1.72078,1588.0
1.72080,1394.6
1.72082,1284.1
1.72084,1146.0
1.72086,952.7
1.72088,814.6
1.72090,704.1
1.72092,593.6
1.72094,483.1
1.72096,400.2
1.72098,372.6
1.72100,289.8
1.72102,179.3
1.72104,68.8
1.72106,-69.3
1.72108,-290.3
1.72110,-483.7
1.72112,-483.7
1.72114,-400.8
1.72116,-290.3
1.72118,-290.3
1.72120,-262.7
1.72122,-262.7
1.72124,-179.8
1.72126,-152.2
1.72128,-41.7
1.72130,68.8
1.72132,262.1
1.72134,455.5
1.72136,621.2
1.72138,731.7
1.72140,814.6
1.72142,925.1
1.72144,1035.5
1.72146,1063.2
1.72148,1173.7
1.72150,1367.0
1.72152,1477.5
1.72154,1698.5
1.72156,1919.4
1.72158,2029.9
1.72160,2057.6
1.72162,2168.0
1.72164,2278.5
1.72166,2361.4
1.72168,2471.9
1.72170,2665.2
1.72172,2941.5
1.72174,3134.8
1.72176,3162.4
1.72178,3272.9
1.72180,3466.3
1.72182,3493.9
1.72184,3493.9
1.72186,3576.8
1.72188,3576.8
1.72190,3549.1
1.72192,3466.3
1.72194,3355.8
1.72196,3272.9
1.72198,3355.8
1.72200,3245.3
1.72202,3051.9
1.72204,3024.3
1.72206,2941.5
1.72208,2831.0
1.72210,2720.5
1.72212,2720.5
1.72214,2610.0
1.72216,2499.5
1.72218,2389.0
1.72220,2278.5
1.72222,2140.4
1.72224,1947.1
1.72226,1919.4
1.72228,1836.6
1.72230,1726.1
1.72232,1615.6
1.72234,1588.0
1.72236,1477.5
1.72238,1256.5
1.72240,1146.0
1.72242,952.7
1.72244,814.6
1.72246,621.2
1.72248,400.2
1.72250,289.8
1.72252,151.6
1.72254,-41.7
1.72256,-179.8
1.72258,-290.3
1.72260,-400.8
1.72262,-594.1
1.72264,-621.8
1.72266,-704.6
1.72268,-815.1
1.72270,-1036.1
1.72272,-1146.6
1.72274,-1146.6
1.72276,-1174.2
1.72278,-1284.7
1.72280,-1284.7
1.72282,-1257.1
1.72284,-1174.2
1.72286,-1174.2
1.72288,-1146.6
1.72290,-1063.7
1.72292,-1036.1
1.72294,-925.6
1.72296,-815.1
1.72298,-704.6
1.72300,-621.8
1.72302,-594.1
1.72304,-511.3
1.72306,-400.8
1.72308,-290.3
1.72310,-179.8
1.72312,-69.3
1.72314,68.8
1.72316,179.3
1.72318,289.8
1.72320,372.6
1.72322,483.1
1.72324,510.7
1.72326,510.7
1.72328,593.6
1.72330,704.1
1.72332,731.7
1.72334,814.6
1.72336,842.2
1.72338,869.8
1.72340,842.2
1.72342,842.2
1.72344,842.2
1.72346,925.1
1.72348,842.2
1.72350,842.2
1.72352,814.6
1.72354,704.1
1.72356,593.6
1.72358,510.7
1.72360,400.2
1.72362,372.6
1.72364,289.8
1.72366,179.3
1.72368,179.3
1.72370,179.3
1.72372,179.3
1.72374,289.8
1.72376,345.0
1.72378,289.8
1.72380,262.1
1.72382,179.3
1.72384,151.6
1.72386,179.3
1.72388,372.6
1.72390,510.7
1.72392,593.6
1.72394,648.8
1.72396,704.1
1.72398,731.7
1.72400,842.2
1.72402,925.1
1.72404,952.7
1.72406,1035.5
1.72408,1146.0
1.72410,1146.0
1.72412,1146.0
1.72414,1201.3
1.72416,1256.5
1.72418,1284.1
1.72420,1477.5
1.72422,1588.0
1.72424,1698.5
1.72426,1726.1
1.72428,1809.0
1.72430,1809.0
1.72432,1809.0
1.72434,1809.0
1.72436,1726.1
1.72438,1698.5
1.72440,1615.6
1.72442,1477.5
1.72444,1394.6
1.72446,1284.1
1.72448,1173.7
1.72450,1063.2
1.72452,925.1
1.72454,842.2
1.72456,731.7
1.72458,621.2
1.72460,510.7
